BibeConf,101197372,,,AGRARMINISZTERIUM,HU,,,,,,,,,,
INSIDE:INSIGHT,101168715,,,OULUN YLIOPISTO,FI,,,,,,,,,,
INSIDE:INSIGHT,101168715,,,UNIVERSITEIT GENT,BE,,,,,,,,,,
INSIDE:INSIGHT,101168715,,,UNIVERSITEIT TWENTE,NL,,,,,,,,,,
INSIDE:INSIGHT,101168715,,,INNOVATION ACTA SRL,IT,,,,,,,,,,
INSIDE:INSIGHT,101168715,,,UNIVERSITA DI PISA,IT,,,,,,,,,,
INSIDE:INSIGHT,101168715,,,UNIVERSITAETSKLINIKUM ESSEN,DE,,,,,,,,,,
INSIDE:INSIGHT,101168715,,,UNIVERSITY OF OTAGO,NZ,,,,,,,,,,
INSIDE:INSIGHT,101168715,,,KATHOLIEKE UNIVERSITEIT LEUVEN,BE,,,,,,,,,,
PRIM-TECH3R,101188158,,,FYZIOLOGICKY USTAV AKADEMIE VED CESKE REPUBLIKY VEREJNA VYZKUMNA INSTITUCE (VVI),CZ,,,,,,,,,,
PRIM-TECH3R,101188158,,,AARHUS UNIVERSITET,DK,,,,,,,,,,
PRIM-TECH3R,101188158,,,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE,FR,,,,,,,,,,
PRIM-TECH3R,101188158,,,OULUN YLIOPISTO,FI,,,,,,,,,,
PRIM-TECH3R,101188158,,,BIOBANKS AND BIOMOLECULAR RESOURCES RESEARCH INFRASTRUCTURE CONSORTIUM (BBMRI-ERIC),AT,,,,,,,,,,
PRIM-TECH3R,101188158,,,EUROPEAN MOLECULAR BIOLOGY LABORATORY,DE,,,,,,,,,,
PRIM-TECH3R,101188158,,,BIOMEDCODE ELLAS ANONIMI ETERIA EPISTIMONIKIS KAI TEXNOLOGIKIS EREVNAS KAI EMBORIKIS EKMETALLEFSIS EPHARMOGON IATRIKIS,EL,,,,,,,,,,
PRIM-TECH3R,101188158,,,HELMHOLTZ ZENTRUM MUENCHEN DEUTSCHES FORSCHUNGSZENTRUM FUER GESUNDHEIT UND UMWELT GMBH,DE,,,,,,,,,,
PRIM-TECH3R,101188158,,,USTAV MOLEKULARNI GENETIKY AV CR V.V.I.,CZ,,,,,,,,,,
PRIM-TECH3R,101188158,,,EURO-BIOIMAGING ERIC,FI,,,,,,,,,,
PRIM-TECH3R,101188158,,,ACADEMISCH ZIEKENHUIS GRONINGEN,NL,,,,,,,,,,
PRIM-TECH3R,101188158,,,FINNADVANCE OY,,,,,,,,,,,
PRIM-TECH3R,101188158,,,UNITED KINGDOM RESEARCH AND INNOVATION,UK,,,,,,,,,,
PRIM-TECH3R,101188158,,,CENTRE EUROPEEN DE RECHERCHE EN BIOLOGIE ET MEDECINE,FR,,,,,,,,,,
PRIM-TECH3R,101188158,,,CONSIGLIO NAZIONALE DELLE RICERCHE,IT,,,,,,,,,,
PRIM-TECH3R,101188158,,,STICHTING HET NEDERLANDS KANKER INSTITUUT-ANTONI VAN LEEUWENHOEK ZIEKENHUIS,NL,,,,,,,,,,
PRIM-TECH3R,101188158,,,VETERINAERMEDIZINISCHE UNIVERSITAET WIEN,AT,,,,,,,,,,
PRIM-TECH3R,101188158,,,INFRAFRONTIER GMBH,DE,,,,,,,,,,
AIOLIA,101187937,,,ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,EL,,,,,,,,,,
AIOLIA,101187937,,,U-HOPPER SRL,IT,,,,,,,,,,
AIOLIA,101187937,,,CENTRE FOR EUROPEAN POLICY STUDIES,BE,,,,,,,,,,
AIOLIA,101187937,,,AI DATA AND ROBOTICS ASSOCIATION,BE,,,,,,,,,,
AIOLIA,101187937,,,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,FR,,,,,,,,,,
AIOLIA,101187937,,,SAP SE,DE,,,,,,,,,,
AIOLIA,101187937,participant,,NIT INSTITUT DOO ZA INFORMACIONE TEHNOLOGIJE NOVI SAD,RS,52600,,,,,,,,,
AIOLIA,101187937,participant,,SCIENCE AND TECHNOLOGY POLICY INSTITUTE,KR,80300,,,,,,,,,
AIOLIA,101187937,,,EURACTIV MEDIA BV,BE,,,,,,,,,,
AIOLIA,101187937,,,OSAKA UNIVERSITY,JP,,,,,,,,,,
AIOLIA,101187937,,,Oxipit,,,,,,,,,,,
AIOLIA,101187937,,,RISE RESEARCH INSTITUTES OF SWEDEN AB,SE,,,,,,,,,,
AIOLIA,101187937,,,CHINESE ACADEMY OF SCIENCE AND TECHNOLOGY FOR DEVELOPMENT*CASTED,CN,,,,,,,,,,
AIOLIA,101187937,,,KARLSRUHER INSTITUT FUER TECHNOLOGIE,DE,,,,,,,,,,
AIOLIA,101187937,,,STICHTING AMSTERDAM UMC,NL,,,,,,,,,,
AIOLIA,101187937,,,SHEFFIELD HALLAM UNIVERSITY,UK,,,,,,,,,,
AIOLIA,101187937,,,EUREC OFFICE GUG,DE,,,,,,,,,,
AIOLIA,101187937,,,GEIE ERCIM,FR,,,,,,,,,,
AIOLIA,101187937,,,ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING MCGILL UNIVERSITY,CA,,,,,,,,,,
AIOLIA,101187937,,,TECHNISCHE HOCHSCHULE WUERZBURG-SCHWEINFURT,DE,,,,,,,,,,
PUMA,101189992,,,AIRBUS DEFENCE AND SPACE GMBH,DE,,,,,,,,,,
PUMA,101189992,,,AIRBUS DEFENCE AND SPACE SAS,FR,,,,,,,,,,
PUMA,101189992,,,POLITECNICO DI TORINO,IT,,,,,,,,,,
PUMA,101189992,,,THALES ALENIA SPACE FRANCE SAS,FR,,,,,,,,,,
PUMA,101189992,,,NANOXPLORE,FR,,,,,,,,,,
PHACTORY,101189537,,,SIEC BADAWCZA LUKASIEWICZ - INSTYTUT MIKROELEKTRONIKI I FOTONIKI,PL,,,,,,,,,,
PHACTORY,101189537,,,LEIBNIZ-INSTITUT FUER PHOTONISCHE TECHNOLOGIEN E.V.,DE,,,,,,,,,,
PHACTORY,101189537,,,JOANNEUM RESEARCH FORSCHUNGSGESELLSCHAFT MBH,AT,,,,,,,,,,
PHACTORY,101189537,,,CSEM CENTRE SUISSE D'ELECTRONIQUE ET DE MICROTECHNIQUE SA - RECHERCHE ET DEVELOPPEMENT,CH,,,,,,,,,,
PHACTORY,101189537,,,EUROPEAN PHOTONICS INDUSTRY CONSORTIUM,FR,,,,,,,,,,
PHACTORY,101189537,,,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,NL,,,,,,,,,,
PHACTORY,101189537,,,FUNDACIO INSTITUT DE CIENCIES FOTONIQUES,ES,,,,,,,,,,
PHACTORY,101189537,,,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,FI,,,,,,,,,,
PHACTORY,101189537,,,ASOCIACION DE INVESTIGACION METALURGICA DEL NOROESTE,ES,,,,,,,,,,
PHACTORY,101189537,,,TECH TOUR EUROPE SA,BE,,,,,,,,,,
PHACTORY,101189537,,,SONNENBERG HARRISON PARTNERSCHAFTMBB  PATENT- UNDRECHTSANWALTSKANZLEI,DE,,,,,,,,,,
PHACTORY,101189537,,,UNIVERSITE DE FRANCHE-COMTE,FR,,,,,,,,,,
PHACTORY,101189537,,,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,DE,,,,,,,,,,
PHACTORY,101189537,,,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,FR,,,,,,,,,,
PHACTORY,101189537,,,INTERUNIVERSITAIR MICRO-ELECTRONICA CENTRUM,BE,,,,,,,,,,
PHACTORY,101189537,,,VRIJE UNIVERSITEIT BRUSSEL,BE,,,,,,,,,,
PHACTORY,101189537,,,VLC PHOTONICS SL,ES,,,,,,,,,,
PHACTORY,101189537,,,IDRYMA TECHNOLOGIAS KAI EREVNAS,EL,,,,,,,,,,
PHACTORY,101189537,,,RISE RESEARCH INSTITUTES OF SWEDEN AB,SE,,,,,,,,,,
PHACTORY,101189537,,,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,CH,,,,,,,,,,
PHACTORY,101189537,,,FYZIKALNI USTAV AV CR V.V.I,CZ,,,,,,,,,,
PHACTORY,101189537,,,LIONIX INTERNATIONAL BV,NL,,,,,,,,,,
PHACTORY,101189537,,,TECH TOUR GLOBAL EOOD,BG,,,,,,,,,,
PHACTORY,101189537,,,CONSIGLIO NAZIONALE DELLE RICERCHE,IT,,,,,,,,,,
PHACTORY,101189537,,,POLITECHNIKA WARSZAWSKA,PL,,,,,,,,,,
PHACTORY,101189537,,,POLITECNICO DI MILANO,IT,,,,,,,,,,
PHACTORY,101189537,,,BRIGHT PHOTONICS BV,NL,,,,,,,,,,
PHACTORY,101189537,associatedPartner,,PanDao GmbH,CH,,,,,,,,,,
PHACTORY,101189537,,,III-V LAB,FR,,,,,,,,,,
PHACTORY,101189537,,,SONNENBERG HARRISON PARTNERS,,,,,,,,,,,
PHACTORY,101189537,,,SMART PHOTONICS BV,NL,,,,,,,,,,
PHACTORY,101189537,,,LZH LASERZENTRUM HANNOVER EV,DE,,,,,,,,,,
PHACTORY,101189537,,,TECHNISCHE UNIVERSITEIT EINDHOVEN,NL,,,,,,,,,,
PHACTORY,101189537,,,CONSORZIO NAZIONALE INTERUNIVERSITARIO PER LE TELECOMUNICAZIONI,IT,,,,,,,,,,
PHACTORY,101189537,,,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,,,,,,,,,,
PHACTORY,101189537,,,LIGENTEC SA,CH,,,,,,,,,,
PHACTORY,101189537,,,UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND,,,,,,,,,,,
MarLEN,101192539,,,FONDS INNOVEREN EN ONDERNEMEN,BE,,,,,,,,,,
MarLEN,101192539,,,FORSCHUNGSZENTRUM JULICH GMBH,DE,,,,,,,,,,
MarLEN,101192539,,,AGENZIA PER LA PROMOZIONE DELLA RICERCA EUROPEA,IT,,,,,,,,,,
MarLEN,101192539,,,UNITATEA EXECUTIVA PENTRU FINANTAREA INVATAMANTULUI SUPERIOR A CERCETARII DEZVOLTARII SI INOVARII,RO,,,,,,,,,,
MarLEN,101192539,,,TURKIYE BILIMSEL VE TEKNOLOJIK ARASTIRMA KURUMU,TR,,,,,,,,,,
MarLEN,101192539,,,BUNDESMINISTERIUM FUR WIRTSCHAFT UND KLIMASCHUTZ,DE,,,,,,,,,,
MarLEN,101192539,,,MARINE SOUTH EAST LIMITED,UK,,,,,,,,,,
MarLEN,101192539,,,MARINE INSTITUTE,IE,,,,,,,,,,
MarLEN,101192539,,,UNITED KINGDOM RESEARCH AND INNOVATION,UK,,,,,,,,,,
MarLEN,101192539,,,WATERBORNE TECHNOLOGY PLATFORM,BE,,,,,,,,,,
MarLEN,101192539,,,NORGES FORSKNINGSRAD,NO,,,,,,,,,,
MarLEN,101192539,,,MAGELLAN CIRCLE - EUROPEAN AFFAIRS CONSULTANCY,,,,,,,,,,,
MarLEN,101192539,,,VLAAMSE GEWEST,BE,,,,,,,,,,
MarLEN,101192539,,,MAGELLAN CIRCLE ITALY SRL,IT,,,,,,,,,,
MarLEN,101192539,,,UNIVERSITY OF STRATHCLYDE,UK,,,,,,,,,,
PastSolarStorms,101142677,,,LUNDS UNIVERSITET,SE,,,,,,,,,,
DataPACT,101189771,,,SERVICIUL DE PROTECTIE SI PAZA,,,,,,,,,,,
DataPACT,101189771,,,ETICAS RESEARCH AND CONSULTING SL,ES,,,,,,,,,,
DataPACT,101189771,,,INSTITUT JOZEF STEFAN,SI,,,,,,,,,,
DataPACT,101189771,,,ARISTOTELIO PANEPISTIMIO THESSALONIKIS,,,,,,,,,,,
DataPACT,101189771,,,SOFIA UNIVERSITY ST KLIMENT OHRIDSKI,BG,,,,,,,,,,
DataPACT,101189771,participant,,CACTUS DIGITAL A.E.,EL,160500,,,,,,,,,
DataPACT,101189771,,,INTERNATIONAL DATA SPACES EV,DE,,,,,,,,,,
DataPACT,101189771,,,ASSIST SOFTWARE SRL,RO,,,,,,,,,,
DataPACT,101189771,,,KOBENHAVNS UNIVERSITET,DK,,,,,,,,,,
DataPACT,101189771,,,SINTEF AS,NO,,,,,,,,,,
DataPACT,101189771,,,TRONDHEIM KOMMUNE,NO,,,,,,,,,,
DataPACT,101189771,,,UNIVERSITY OF SOUTHAMPTON,UK,,,,,,,,,,
DataPACT,101189771,,,PHILIPS ELECTRONICS NEDERLAND BV,NL,,,,,,,,,,
DataPACT,101189771,,,MALTA INFORMATION TECHNOLOGY LAW ASSOCIATION,MT,,,,,,,,,,
DataPACT,101189771,,,UNIVERSITAET KLAGENFURT,AT,,,,,,,,,,
DataPACT,101189771,,,UNIVERSITA' DEGLI STUDI DI MILANO-BICOCCA,IT,,,,,,,,,,
DataPACT,101189771,,,PHILIPS MEDICAL SYSTEMS NEDERLAND BV,NL,,,,,,,,,,
DataPACT,101189771,,,KATHOLIEKE UNIVERSITEIT LEUVEN,BE,,,,,,,,,,
DataPACT,101189771,,,MOG TECHNOLOGIES LDA,,,,,,,,,,,
CA,101197135,,,COST ASSOCIATION,BE,,,,,,,,,,
PREJUDICE,101161666,,,UNIVERSITY OF YORK,UK,,,,,,,,,,
CoRe Defense,101165527,,,UNIVERSITEIT GENT,BE,,,,,,,,,,
CoRe Defense,101165527,,,VRIJE UNIVERSITEIT BRUSSEL,BE,,,,,,,,,,
BAME,101146158,,,UNIVERSIDADE DO MINHO,PT,,,,,,,,,,
BAME,101146158,,,UNIVERSITAET GRAZ,AT,,,,,,,,,,
BRACE,101163214,,,UNIVERSITAIR MEDISCH CENTRUM UTRECHT,NL,,,,,,,,,,
OASIS,101156771,participant,,ELIKYA THERAPEUTICS SAS,FR,450625,,,,,,,,,
OASIS,101156771,,,INSTITUT GUSTAVE ROUSSY,FR,,,,,,,,,,
OASIS,101156771,,,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE,FR,,,,,,,,,,
OASIS,101156771,,,ETHNIKO KAI KAPODISTRIAKO PANEPISTIMIO ATHINON,EL,,,,,,,,,,
OASIS,101156771,,,UNICANCER,FR,,,,,,,,,,
OASIS,101156771,,,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,FR,,,,,,,,,,
OASIS,101156771,,,GUSTAVE ROUSSY TRANSFERT,FR,,,,,,,,,,
OASIS,101156771,,,PANEPISTIMIO KRITIS,EL,,,,,,,,,,
OASIS,101156771,participant,,ORAKL ONCOLOGY SAS,FR,204262.5,,,,,,,,,
OASIS,101156771,,,OLINK PROTEOMICS AB,SE,,,,,,,,,,
OASIS,101156771,,,CENTRALESUPELEC,FR,,,,,,,,,,
OASIS,101156771,,,CANCER PATIENTS EUROPE,BE,,,,,,,,,,
OASIS,101156771,,,ASSOCIATION HOSPITALIERE DE BRUXELLES-CENTRE HOSPITALIER UNIVERSITAIRE JULES BORDET,,,,,,,,,,,
BCA-BIOCOAL,101194517,,,CONSORZIO PER LA RICERCA E LA DIMOSTRAZIONE SULLE ENERGIE RINNOVABILI,IT,,,,,,,,,,
O-CEI,101189589,,,ANNIVIERS TOURISME SA,,,,,,,,,,,
O-CEI,101189589,participant,,FENIX NETWORK CROSS-BORDER DATA SHARING ASSOCIATION,BE,497500,,,,,,,,,
O-CEI,101189589,,,MALTA FREEPORT TERMINALS LIMITED,MT,,,,,,,,,,
O-CEI,101189589,,,E-GAP S.R.L.,,,,,,,,,,,
O-CEI,101189589,participant,,Charalambides Christis LTD,CY,316750,,,,,,,,,
O-CEI,101189589,,,ASOCIACION DE EMPRESAS TECNOLOGICAS INNOVALIA,ES,,,,,,,,,,
O-CEI,101189589,,,SIXSQ SA,CH,,,,,,,,,,
O-CEI,101189589,,,ECLIPSE FOUNDATION EUROPE GMBH,DE,,,,,,,,,,
O-CEI,101189589,,,AWAKE.AI OY,FI,,,,,,,,,,
O-CEI,101189589,,,IOTA STIFTUNG,DE,,,,,,,,,,
O-CEI,101189589,,,NOVA TELECOMMUNICATIONS & MEDIA SINGLE MEMBER SA,EL,,,,,,,,,,
O-CEI,101189589,,,UNIVERSITY COLLEGE DUBLIN,,,,,,,,,,,
O-CEI,101189589,associatedPartner,,CLEMAP AG,CH,,,,,,,,,,
O-CEI,101189589,,,ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,EL,,,,,,,,,,
O-CEI,101189589,,,PHOENIX SYSTEMS SP. Z O.O.,,,,,,,,,,,
O-CEI,101189589,,,SK EMBIO DIAGNOSTICS LIMITED,CY,,,,,,,,,,
O-CEI,101189589,,,ELECTRICITE DE FRANCE,FR,,,,,,,,,,
O-CEI,101189589,,,XLAB RAZVOJ PROGRAMSKE OPREME IN SVETOVANJE DOO,SI,,,,,,,,,,
O-CEI,101189589,,,SCHNEIDER ELECTRIC INDUSTRIES SAS,FR,,,,,,,,,,
O-CEI,101189589,,,GREEN SUPPLY CHAIN DIGITAL INNOVATION HUB ASTIKI MI KERDOSKOPIKI ETAIREIA,EL,,,,,,,,,,
O-CEI,101189589,,,REPUBLIQUE ET CANTON DE GENEVE,,,,,,,,,,,
O-CEI,101189589,,,EKO KVARNER ORGANIZATION,HR,,,,,,,,,,
O-CEI,101189589,,,PRODEVELOP SL,ES,,,,,,,,,,
O-CEI,101189589,associatedPartner,,societe cooperative de construction et d habitation Polygones,CH,,,,,,,,,,
O-CEI,101189589,,,SYNELIXIS LYSEIS PLIROFORIKIS AUTOMATISMOU & TILEPIKOINONION ANONIMI ETAIRIA,EL,,,,,,,,,,
O-CEI,101189589,,,CONTINENTAL AUTOMOTIVE ROMANIA SRL,RO,,,,,,,,,,
O-CEI,101189589,participant,,ENEMALTA PLC,MT,249375,,,,,,,,,
O-CEI,101189589,,,INTEL DEUTSCHLAND GMBH,DE,,,,,,,,,,
O-CEI,101189589,,,TECHNISCHE HOCHSCHULE DEGGENDORF,DE,,,,,,,,,,
O-CEI,101189589,participant,,AGRIA HISPANIA SL,ES,137375,,,,,,,,,
O-CEI,101189589,,,ZETTASCALE TECHNOLOGY SARL,FR,,,,,,,,,,
O-CEI,101189589,,,FUNDINGBOX ACCELERATOR SP ZOO,PL,,,,,,,,,,
O-CEI,101189589,,,FUNDINGBOX COMMUNITIES SL,ES,,,,,,,,,,
O-CEI,101189589,,,UNIVERSITY OF PIRAEUS RESEARCH CENTER,EL,,,,,,,,,,
O-CEI,101189589,,,OPENNEBULA SYSTEMS SL,ES,,,,,,,,,,
O-CEI,101189589,,,TELEFONICA INNOVACION DIGITAL SL,ES,,,,,,,,,,
O-CEI,101189589,,,APPLIED RESEARCH TO TECHNOLOGIES SRL,IT,,,,,,,,,,
O-CEI,101189589,,,"NATIONAL CENTER FOR SCIENTIFIC RESEARCH """"DEMOKRITOS""""""""",EL,,,,,,,,,,
O-CEI,101189589,participant,,ENERGIE STEIERMARK AG,AT,271687.5,,,,,,,,,
O-CEI,101189589,,,TRIALOG,FR,,,,,,,,,,
O-CEI,101189589,,,FIWARE FOUNDATION EV,DE,,,,,,,,,,
O-CEI,101189589,,,NEC LABORATORIES EUROPE GMBH,DE,,,,,,,,,,
O-CEI,101189589,,,CMA CGM SA,FR,,,,,,,,,,
O-CEI,101189589,,,AVL LIST GMBH,AT,,,,,,,,,,
O-CEI,101189589,,,MALARDALENS UNIVERSITET,SE,,,,,,,,,,
O-CEI,101189589,,,UNIVERSITAT POLITECNICA DE VALENCIA,ES,,,,,,,,,,
O-CEI,101189589,,,HAUTE ECOLE SPECIALISEE DE SUISSE OCCIDENTALE,CH,,,,,,,,,,
O-CEI,101189589,,,EUROPEAN ROAD TRANSPORT TELEMATICS IMPLEMENTATION COORDINATION ORGANISATION - INTELLIGENT TRANSPORT SYSTEMS & SERVICES EUROPE,BE,,,,,,,,,,
O-CEI,101189589,,,ATOS IT SOLUTIONS AND SERVICES IBERIA SL,ES,,,,,,,,,,
O-CEI,101189589,,,SYSTEMS RESEARCH INSTITUTE OF THE POLISH ACADEMY OF SCIENCES IBS PAN,PL,,,,,,,,,,
O-CEI,101189589,,,GARAIA S COOP,,,,,,,,,,,
O-CEI,101189589,,,SMART M POWER COMPANY LIMITED,IE,,,,,,,,,,
O-CEI,101189589,,,CHOCOLATE CLOUD APS,DK,,,,,,,,,,
O-CEI,101189589,,,UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND,,,,,,,,,,,
O-CEI,101189589,,,UBIWHERE LDA,PT,,,,,,,,,,
O-CEI,101189589,,,INQBIT INNOVATIONS SRL,,,,,,,,,,,
O-CEI,101189589,,,DIGITAL FOR PLANET-D4P,CH,,,,,,,,,,
O-CEI,101189589,,,BLUSPECS SL,ES,,,,,,,,,,
O-CEI,101189589,,,OSTERREICHISCHE POST AG,AT,,,,,,,,,,
O-CEI,101189589,participant,,AGRIA ZERO EMISSIONS S.L.,ES,240625,,,,,,,,,
CHORYS,101189551,,,SAP SE,DE,,,,,,,,,,
CHORYS,101189551,,,KOBENHAVNS UNIVERSITET,DK,,,,,,,,,,
CHORYS,101189551,,,CODASIP GMBH,DE,,,,,,,,,,
CHORYS,101189551,,,POLITECNICO DI MILANO,IT,,,,,,,,,,
CHORYS,101189551,,,TECHNISCHE UNIVERSITAT DARMSTADT,DE,,,,,,,,,,
CHORYS,101189551,,,MENTA SAS,FR,,,,,,,,,,
CHORYS,101189551,,,UNIVERSITE DE FRIBOURG,CH,,,,,,,,,,
CHORYS,101189551,,,TECHNISCHE UNIVERSITAET DRESDEN,DE,,,,,,,,,,
NHPig,101165643,,,AARHUS UNIVERSITET,DK,,,,,,,,,,
NHPig,101165643,,,UNIVERSITEIT ANTWERPEN,BE,,,,,,,,,,
NHPig,101165643,,,LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN,DE,,,,,,,,,,
NHPig,101165643,,,SANOFI-AVENTIS DEUTSCHLAND GMBH,DE,,,,,,,,,,
NHPig,101165643,,,GLAXOSMITHKLINE RESEARCH & DEVELOPMENT LIMITED,,,,,,,,,,,
NHPig,101165643,,,TECHNISCHE UNIVERSITAET MUENCHEN,DE,,,,,,,,,,
NHPig,101165643,,,NOVARTIS PHARMA AG,CH,,,,,,,,,,
